1.14832,2.04482
1.19183,1.93685
1.22516,1.93685
1.25661,2.01349
1.29049,2.01349
1.3245,1.69242
1.35815,1.69242
1.39164,1.69242
1.42516,1.5008
1.4582,1.49575
